method,threshold,split,actual_rr,refreshes_per_sample,num_samples
sea_oracle,0.038000939697,test,0.5711805555555556,56.546875,192
sea_oracle,0.038000939697,all,0.5711805555555556,56.546875,256
sea_oracle,0.045004855128,calibration,0.5607638888888888,55.515625,64
sea_oracle,0.045004855128,test,0.5602904040404041,55.46875,192
sea_oracle,0.045004855128,all,0.5604087752525253,55.48046875,256
sea_oracle,0.053299655251,calibration,0.5531881313131313,54.765625,64
sea_oracle,0.053299655251,test,0.5525568181818182,54.703125,192
sea_oracle,0.053299655251,all,0.5527146464646465,54.71875,256
sea_oracle,0.063123261741,calibration,0.5476641414141414,54.21875,64
sea_oracle,0.063123261741,test,0.546138468013468,54.067708333333336,192
sea_oracle,0.063123261741,all,0.5465198863636364,54.10546875,256
sea_oracle,0.074757447381,calibration,0.5427714646464646,53.734375,64
sea_oracle,0.074757447381,test,0.5418771043771043,53.645833333333336,192
sea_oracle,0.074757447381,all,0.5421006944444444,53.66796875,256
sea_oracle,0.088535918215,calibration,0.5392992424242424,53.390625,64
sea_oracle,0.088535918215,test,0.5379313973063973,53.255208333333336,192
sea_oracle,0.088535918215,all,0.5382733585858586,53.2890625,256
sea_oracle,0.104853885314,calibration,0.5364583333333334,53.109375,64
sea_oracle,0.104853885314,test,0.5363531144781145,53.098958333333336,192
sea_oracle,0.104853885314,all,0.5363794191919192,53.1015625,256
sea_oracle,0.124179400713,calibration,0.5355113636363636,53.015625,64
sea_oracle,0.124179400713,test,0.5354587542087542,53.010416666666664,192
sea_oracle,0.124179400713,all,0.5354719065656566,53.01171875,256
sea_oracle,0.14706678265,calibration,0.5353535353535354,53.0,64
sea_oracle,0.14706678265,test,0.5353535353535354,53.0,192
sea_oracle,0.14706678265,all,0.5353535353535354,53.0,256
sea_oracle,0.174172515206,calibration,0.5353535353535354,53.0,64
sea_oracle,0.174172515206,test,0.5353535353535354,53.0,192
sea_oracle,0.174172515206,all,0.5353535353535354,53.0,256
sea_oracle,0.206274078392,calibration,0.5353535353535354,53.0,64
sea_oracle,0.206274078392,test,0.5353535353535354,53.0,192
sea_oracle,0.206274078392,all,0.5353535353535354,53.0,256
sea_oracle,0.244292248787,calibration,0.5353535353535354,53.0,64
sea_oracle,0.244292248787,test,0.5353535353535354,53.0,192
sea_oracle,0.244292248787,all,0.5353535353535354,53.0,256
sea_oracle,0.289317510384,calibration,0.5353535353535354,53.0,64
sea_oracle,0.289317510384,test,0.5353535353535354,53.0,192
sea_oracle,0.289317510384,all,0.5353535353535354,53.0,256
sea_oracle,0.342641333201,calibration,0.5353535353535354,53.0,64
sea_oracle,0.342641333201,test,0.5353535353535354,53.0,192
sea_oracle,0.342641333201,all,0.5353535353535354,53.0,256
sea_oracle,0.405793216808,calibration,0.5353535353535354,53.0,64
sea_oracle,0.405793216808,test,0.5353535353535354,53.0,192
sea_oracle,0.405793216808,all,0.5353535353535354,53.0,256
sea_oracle,0.480584561323,calibration,0.5353535353535354,53.0,64
sea_oracle,0.480584561323,test,0.5353535353535354,53.0,192
sea_oracle,0.480584561323,all,0.5353535353535354,53.0,256
sea_oracle,0.569160624219,calibration,0.5353535353535354,53.0,64
sea_oracle,0.569160624219,test,0.5353535353535354,53.0,192
sea_oracle,0.569160624219,all,0.5353535353535354,53.0,256
sea_oracle,0.67406205324,calibration,0.5353535353535354,53.0,64
sea_oracle,0.67406205324,test,0.5353535353535354,53.0,192
sea_oracle,0.67406205324,all,0.5353535353535354,53.0,256
sea_oracle,0.798297760394,calibration,0.5353535353535354,53.0,64
sea_oracle,0.798297760394,test,0.5353535353535354,53.0,192
sea_oracle,0.798297760394,all,0.5353535353535354,53.0,256
sea_oracle,0.945431227268,calibration,0.5353535353535354,53.0,64
sea_oracle,0.945431227268,test,0.5353535353535354,53.0,192
sea_oracle,0.945431227268,all,0.5353535353535354,53.0,256
sea_oracle,1.119682717202,calibration,0.5353535353535354,53.0,64
sea_oracle,1.119682717202,test,0.5353535353535354,53.0,192
sea_oracle,1.119682717202,all,0.5353535353535354,53.0,256
sea_oracle,1.326050326075,calibration,0.5353535353535354,53.0,64
sea_oracle,1.326050326075,test,0.5353535353535354,53.0,192
sea_oracle,1.326050326075,all,0.5353535353535354,53.0,256
sea_oracle,1.570453343852,calibration,0.5353535353535354,53.0,64
sea_oracle,1.570453343852,test,0.5353535353535354,53.0,192
sea_oracle,1.570453343852,all,0.5353535353535354,53.0,256
sea_oracle,1.85990203895,calibration,0.53125,52.59375,64
sea_oracle,1.85990203895,test,0.5336174242424242,52.828125,192
sea_oracle,1.85990203895,all,0.5330255681818182,52.76953125,256
